Engelse naam/Food name,Hoeveelheid/Quantity,FAT (g),PROT (g),Carbohydrates (kcal),VITB1 (mg),RIBF (mg),VITB6 (mg),VITB12 (µg),VITD (µg),VITE (mg),VITC (mg),VITA (µg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Potassium (mg),Sodium (mg),Zinc (mg),food_group
Apple sauce wo sugar w sweetener tinned,per 100g,0,"0,2",48,"0,01","0,01","0,024",0,0,"0,1",2.0,2.0,4.0,"0,1",3.0,7.0,82.0,0.0,"0,06",Fruits
Biscuit spiced small Kruidnoten w dark choc,per 100g,"21,7","6,1",482,"0,07","0,05","0,023","0,13",0,"1,9",0.0,6.0,49.0,2,51.0,167.0,406.0,342.0,"0,91",Drop
Biscuit spiced small Kruidnoten w milk choc,per 100g,"21,8","6,4",490,"0,08","0,17","0,033","0,26",0,"1,8",0.0,28.0,99.0,2,34.0,191.0,408.0,369.0,"0,82",Drop
Sweet fruity chew,per 100g,"6,6",1,395,0,0,0,0,0,0,0.0,0.0,4.0,"0,2",2.0,3.0,5.0,10.0,"0,04",Drop
Biscuit Dutch Amaretti Bitterkoekjes,per 100g,"11,5",7,411,"0,04","0,12","0,015","0,03",0,"3,3",0.0,0.0,52.0,"0,8",54.0,114.0,185.0,12.0,"0,63",Drop
Sugar light,per 100g,0,0,395,0,0,0,0,0,0,0.0,0.0,0.0,"0,1",2.0,0.0,4.0,0.0,"0,01",Drop
Cake chocolate made wo butter,per 100g,"20,3","5,7",394,"0,03","0,09","0,053","0,34",2,"2,3",0.0,216.0,25.0,"1,2",29.0,100.0,135.0,363.0,"0,77",Drop
Biscuit Dutch Frou frou,per 100g,"30,5","4,3",534,"0,08","0,05","0,042","0,01","0,6","2,6",0.0,48.0,22.0,1,13.0,66.0,117.0,132.0,"0,63",Drop
Biscuit w dried fruit & yoghurt Sultana Yofruit,per 100g,"10,1","5,1",412,"0,05","0,03","0,076",0,0,"2,8",0.0,0.0,330.0,"1,4",26.0,125.0,379.0,173.0,"0,3",Drop
Biscuit spiced small Kruidnoten w white choc,per 100g,"21,2","6,1",491,"0,07","0,21","0,042","0,3",0,"1,8",1.0,38.0,144.0,"0,6",24.0,225.0,410.0,390.0,"0,77",Drop
Wheat bread wholemeal av fine and coarse w seeds,per 100g,"7,4","12,5",274,"0,23","0,08","0,149",0,0,"1,7",0.0,0.0,45.0,"2,5",101.0,273.0,319.0,350.0,"2,08",Bread
Wheat bread brown w seeds,per 100g,"6,9","11,3",276,"0,21","0,07","0,122",0,0,"1,7",0.0,0.0,41.0,2,81.0,222.0,253.0,354.0,"1,72",Bread
Cassave crackers,per 100g,"21,4","1,4",474,"0,05","0,03","0,13",0,0,"2,8",17.0,0.0,52.0,"0,7",46.0,99.0,210.0,940.0,"0,85",Drop
Wheat corn bread white w sunflower seeds,per 100g,"9,8","11,8",307,"0,27","0,07","0,203",0,0,"4,6",0.0,0.0,39.0,"1,6",73.0,177.0,205.0,372.0,"1,42",Bread
Lettuce red raw,per 100g,"0,2","1,3",18,"0,06","0,08","0,1",0,0,"0,2",4.0,749.0,33.0,"1,2",12.0,28.0,187.0,25.0,"0,2",Vegetables
Cabbage red w apple pieces glass,per 100g,"0,3","0,8",58,"0,08","0,03","0,095",0,0,"0,1",32.0,1.0,35.0,"0,3",10.0,27.0,164.0,200.0,"0,14",Vegetables
Margarine product Albert Heijn Balans,per 100g,45,0,405,"1,8","2,3","2,3","4,2","7,5",20,0.0,800.0,10.0,"0,1",2.0,23.0,42.0,0.0,0,Fats
Margarine product liquid <60% fat <17 g sat fa unsalted,per 100g,56,"0,3",507,0,0,0,0,"7,5","17,6",0.0,800.0,10.0,"0,1",2.0,23.0,42.0,12.0,0,Fats
Margarine product liquid <60% fat <17 g sat fa salted,per 100g,56,"0,3",507,0,0,0,0,"7,5",10,0.0,800.0,10.0,"0,1",2.0,23.0,42.0,600.0,0,Fats
Biscuit Evergreen crunchy,per 100g,"12,3","6,6",395,"0,07","0,03","1,467","0,05",0,"1,5",0.0,4.0,76.0,"8,8",66.0,200.0,340.0,250.0,"0,2",Drop
Meringue,per 100g,0,"0,5",382,0,"0,02",0,"0,03",0,0,0.0,0.0,1.0,"0,1",2.0,1.0,10.0,8.0,"0,01",Drop
Doughnut iced,per 100g,19,"5,4",358,"0,2","0,06","0,018",0,"0,7","1,1",0.0,8.0,68.0,"1,1",19.0,73.0,79.0,252.0,"0,54",Drop
Waffle Luikse w chocolate,per 100g,"22,9","5,8",457,"0,04","0,09","0,051","0,32",2,"6,1",0.0,220.0,21.0,"1,1",19.0,83.0,113.0,236.0,"0,61",Drop
Ice tea w sugar 4-<5 g CHO,per 100g,0,0,18,0,0,0,0,0,0,0.0,2.0,2.0,0,0.0,0.0,1.0,10.0,0,Drop
Carrot bunched raw,per 100g,"0,3","0,9",31,"0,03","0,03","0,064",0,0,"0,2",4.0,843.0,23.0,"0,3",7.0,29.0,241.0,23.0,"0,28",Vegetables
Carrot bunched boiled,per 100g,"0,2","0,8",30,"0,03","0,03","0,051",0,0,"0,5",3.0,1248.0,25.0,"0,2",7.0,28.0,202.0,19.0,"0,3",Vegetables
Carrot winter raw,per 100g,"0,3","0,6",34,"0,04","0,02","0,105",0,0,"0,7",3.0,1932.0,31.0,"0,2",7.0,29.0,290.0,36.0,"0,16",Vegetables
Carrot winter boiled,per 100g,"0,3","0,6",34,"0,03","0,02","0,086",0,0,"1,1",2.0,2147.0,32.0,"0,2",7.0,26.0,226.0,32.0,"0,17",Vegetables
Tomato vine raw,per 100g,"0,5","0,7",22,"0,04","0,02","0,097",0,0,"0,6",16.0,68.0,8.0,"0,2",8.0,26.0,262.0,1.0,"0,1",Vegetables
Tomato cherry raw,per 100g,"0,8","0,9",30,"0,05","0,02","0,096",0,0,"0,6",24.0,129.0,7.0,"0,4",11.0,33.0,343.0,3.0,"0,12",Vegetables
Tomato beef raw,per 100g,"0,5","0,6",19,"0,03","0,01","0,063",0,0,"0,6",15.0,80.0,9.0,"0,7",7.0,23.0,212.0,2.0,"0,27",Vegetables
Tomato beef boiled,per 100g,"0,5","0,7",22,"0,03","0,01","0,067",0,0,"0,8",18.0,82.0,10.0,"0,6",8.0,25.0,238.0,1.0,"0,27",Vegetables
Tomato av raw,per 100g,"0,6","0,8",25,"0,04","0,02","0,09",0,0,"0,6",20.0,101.0,8.0,"0,3",9.0,29.0,296.0,2.0,"0,13",Vegetables
Tomato av boiled,per 100g,"0,7","0,7",23,"0,03","0,01","0,077",0,0,"0,7",14.0,85.0,9.0,"0,6",8.0,24.0,233.0,2.0,"0,21",Vegetables
Rocket raw,per 100g,"0,4","3,6",22,"0,08","0,17","0,136",0,0,"0,8",2.0,307.0,271.0,"2,6",41.0,57.0,456.0,33.0,"0,49",Vegetables
Onion Welsh raw,per 100g,"0,4","1,5",31,"0,03","0,04","0,088",0,0,"0,3",8.0,18.0,91.0,"0,8",14.0,32.0,233.0,6.0,"0,35",Vegetables
Onion Welsh boiled,per 100g,"0,3","1,2",26,"0,03","0,04","0,065",0,0,"0,4",9.0,53.0,50.0,"0,8",13.0,51.0,316.0,27.0,"0,74",Vegetables
Cucumber w skin raw,per 100g,"0,4","0,7",13,"0,01","0,02","0,034",0,0,"0,1",4.0,15.0,20.0,"1,1",11.0,32.0,187.0,2.0,"0,63",Vegetables
Sweet pepper yellow raw,per 100g,"0,2","0,7",25,"0,03","0,02","0,218",0,0,"2,4",114.0,15.0,8.0,"0,4",11.0,26.0,216.0,1.0,"0,25",Vegetables
Sweet pepper yellow boiled,per 100g,"0,1","0,8",27,"0,03","0,02","0,219",0,0,"2,4",111.0,13.0,8.0,"0,4",11.0,30.0,240.0,1.0,"0,05",Vegetables
Sweet pepper av raw,per 100g,"0,1","0,8",25,"0,04","0,06","0,275",0,0,"2,8",140.0,108.0,7.0,"0,4",12.0,30.0,273.0,1.0,"0,3",Vegetables
Sweet pepper av boiled,per 100g,"0,1","0,9",27,"0,04","0,05","0,255",0,0,"3,8",114.0,131.0,9.0,"0,4",10.0,26.0,196.0,2.0,"0,23",Vegetables
Potatoes Nicola wo skin boiled,per 100g,"0,4","1,7",80,"0,06","0,01","0,241",0,0,"0,1",15.0,0.0,9.0,"0,4",19.0,42.0,312.0,5.0,"0,24",Bread
Potatoes Eigenheimer wo skin boiled,per 100g,"0,2","1,8",75,"0,08","0,02","0,183",0,0,"0,1",7.0,1.0,7.0,"0,3",18.0,31.0,326.0,3.0,"0,27",Bread
Potatoes Red Baron wo skin boiled,per 100g,"0,5","1,8",91,"0,07","0,01","0,165",0,0,"0,2",7.0,1.0,14.0,"0,9",18.0,42.0,318.0,6.0,"0,43",Bread
Potatoes floury av wo skin boiled,per 100g,"0,2",2,81,"0,07","0,02","0,171",0,0,"0,1",7.0,0.0,7.0,"0,4",21.0,39.0,373.0,3.0,"0,33",Bread
Pear w skin,per 100g,"0,3","0,2",55,"0,01","0,02","0,017",0,0,"0,2",3.0,5.0,6.0,"0,2",7.0,13.0,155.0,1.0,"0,17",Fruits
Grapes black w skin,per 100g,"0,1","0,6",75,"0,04","0,02","0,048",0,0,"0,3",2.0,4.0,21.0,"0,2",10.0,25.0,224.0,5.0,"0,12",Fruits
Grapes white w skin,per 100g,"0,4","0,5",76,"0,04","0,01","0,058",0,0,"0,3",1.0,4.0,13.0,"0,3",8.0,24.0,244.0,1.0,"0,29",Fruits
Apple Elstar w skin,per 100g,"0,2","0,3",55,"0,02","0,01","0,041",0,0,"0,3",5.0,4.0,5.0,"0,1",5.0,12.0,135.0,1.0,"0,14",Fruits
Apple Elstar wo skin,per 100g,"0,2","0,2",55,"0,01","0,01","0,035",0,0,"0,1",3.0,3.0,4.0,"0,1",4.0,9.0,116.0,1.0,"0,06",Fruits
Apple Jonagold w skin,per 100g,"0,2","0,2",55,"0,01","0,01","0,027",0,0,"0,4",6.0,4.0,4.0,"0,1",5.0,10.0,110.0,1.0,"0,03",Fruits
Apple Jonagold wo skin,per 100g,"0,1","0,2",52,"0,01","0,01","0,026",0,0,"0,2",4.0,2.0,3.0,"0,2",4.0,8.0,91.0,0.0,"0,1",Fruits
Juice orange freshly squeezed,per 100g,"0,1","0,6",44,"0,06","0,01","0,041",0,0,"0,1",48.0,5.0,11.0,"0,1",12.0,22.0,167.0,0.0,"0,07",Drop
Cheese Gouda 48+ age 4-8 weeks,per 100g,"29,6","22,8",364,"0,01","0,3","0,041","1,79","0,3","0,8",0.0,332.0,792.0,"0,2",32.0,554.0,71.0,558.0,"3,48",Dairy
Cheese Gouda 48+ age 8 wk-4 mths,per 100g,"29,9","22,7",370,"0,01","0,28","0,038","1,9","0,3","0,9",0.0,338.0,811.0,"0,2",33.0,575.0,80.0,646.0,"3,5",Dairy
Cheese Gouda 48+ age 4-7 mths,per 100g,"30,8","22,5",377,"0,01","0,26","0,031","2,23","0,3","0,9",0.0,361.0,826.0,"0,1",32.0,439.0,82.0,718.0,"3,3",Dairy
Cheese Gouda 48+ age 10-12 mths,per 100g,"33,7","24,6",414,"0,01","0,29","0,029","2,42","0,3",1,0.0,363.0,871.0,"0,2",38.0,621.0,91.0,834.0,"3,7",Dairy
Hot chocolate from vending machine,per 100g,1,3,66,"0,02","0,13","0,016","0,18",0,0,0.0,9.0,95.0,"0,7",17.0,103.0,204.0,49.0,"0,44",Dairy
Almond paste filled tarts w butter,per 100g,"16,5","7,1",415,"0,05","0,08","0,029",0,0,"2,4",0.0,148.0,49.0,"0,9",33.0,140.0,159.0,158.0,"0,57",Drop
Almond paste filled tarts wo butter,per 100g,"14,9","5,2",406,"0,06","0,02","0,023",0,"0,2","2,6",0.0,18.0,23.0,"0,8",19.0,135.0,156.0,138.0,"0,49",Drop
Biscuit spiced Speculaas w butter,per 100g,"21,7","5,5",484,"0,02","0,04","0,005",0,0,"1,7",0.0,187.0,46.0,"1,3",15.0,100.0,133.0,460.0,"0,57",Drop
Biscuit spiced Speculaas wo butter,per 100g,"20,1",5,467,"0,03","0,02","0,009",0,"0,2","3,9",0.0,37.0,33.0,"1,2",13.0,149.0,113.0,339.0,"0,43",Drop
Pangasius bereid in magnetron z toev,per 100g,"1,6","18,6",89,0,"0,05","0,101","0,42","0,1","0,3",1.0,5.0,10.0,"0,1",22.0,192.0,261.0,241.0,"0,41",Meat
Sausage smoked pork cooked,per 100g,"30,1","14,3",340,"0,33","0,11","0,065","0,5","0,7","1,1",30.0,23.0,24.0,"1,1",14.0,240.0,411.0,864.0,"1,9",Meat
Sausage smoked pork traditional cooked,per 100g,"27,1","15,2",311,"0,27","0,14","0,108","0,85","0,5",1,12.0,28.0,10.0,"1,1",15.0,207.0,239.0,677.0,"2,1",Meat
Sausage raw beef,per 100g,"9,4","18,6",166,"0,03","0,13","0,107","2,08","0,3",1,45.0,16.0,9.0,"2,2",19.0,187.0,312.0,1235.0,"4,8",Meat
Egg whole chicken free-range raw,per 100g,"9,1","12,3",132,"0,07","0,38","0,09","1,43","1,1","3,1",0.0,192.0,58.0,"2,3",15.0,233.0,146.0,154.0,"1,6",Meat
Egg whole chicken free-range boiled,per 100g,"8,5","12,2",125,"0,08","0,35","0,123","1,53","1,6","4,5",0.0,228.0,63.0,"2,4",15.0,242.0,141.0,150.0,"1,6",Meat
Egg whole chicken organic raw,per 100g,"9,5","12,3",135,"0,07","0,39","0,088","2,08","1,7",3,0.0,203.0,50.0,2,12.0,226.0,138.0,143.0,"1,5",Meat
Egg whole chicken organic boiled,per 100g,"9,5","12,7",136,"0,08","0,33","0,099","2,15","2,3","3,4",0.0,198.0,62.0,"2,5",15.0,256.0,139.0,144.0,"1,6",Meat
Egg whole chicken corn-fed raw,per 100g,"8,8","12,2",129,"0,06","0,38","0,084","1,45",1,3,0.0,202.0,56.0,"2,1",14.0,202.0,144.0,155.0,"1,3",Meat
Egg whole chicken corn-fed boiled,per 100g,"10,7",13,148,"0,05","0,35","0,056","1,05","2,1",2,0.0,131.0,72.0,"2,7",16.0,277.0,138.0,144.0,"1,9",Meat
Biscuit brown/digestive w chocolate,per 100g,"22,2","6,5",488,"0,09","0,06","0,02",0,0,"3,1",0.0,8.0,59.0,"3,1",48.0,174.0,263.0,390.0,"0,96",Drop
Flan apple and crumble topping,per 100g,"11,4","3,9",304,"0,05","0,03","0,021",0,"0,5","1,8",7.0,82.0,20.0,"0,7",12.0,106.0,130.0,240.0,"0,4",Drop
Flan hard shell w custard cream,per 100g,16,"4,1",295,"0,03","0,07","0,006","0,1","0,2","1,4",0.0,83.0,58.0,"0,5",12.0,126.0,108.0,166.0,"0,41",Drop
Flan sponge w custard cream,per 100g,"12,5","3,5",253,"0,03","0,08","0,013","0,08","0,2","1,3",1.0,82.0,59.0,"0,5",12.0,95.0,115.0,162.0,"0,36",Drop
Pasta white wo egg boiled,per 100g,"0,8","5,2",146,"0,03","0,03","0,016",0,0,"0,1",0.0,0.0,15.0,"0,6",18.0,73.0,50.0,3.0,"0,6",Bread
Wheat bread wholemeal coarse,per 100g,"2,5","11,3",235,"0,12","0,07","0,108",0,0,"0,2",0.0,0.0,36.0,2,65.0,197.0,303.0,393.0,"1,38",Bread
Multigrain bread white w seeds,per 100g,5,"12,5",267,"0,12","0,07","0,095",0,0,"0,1",0.0,0.0,46.0,"1,7",52.0,158.0,192.0,412.0,"1,18",Bread
Multigrain bread brown w seeds,per 100g,"4,6","12,2",254,"0,12","0,07","0,084",0,0,"0,1",0.0,0.0,44.0,"1,9",62.0,177.0,248.0,410.0,"1,29",Bread
Wheat corn bread white,per 100g,"3,5","10,9",262,"0,09","0,06","0,055",0,0,"0,1",0.0,0.0,34.0,"1,2",34.0,115.0,144.0,414.0,"0,89",Bread
Wheat bread av brown and wholemeal w pumpkin seeds,per 100g,"5,5","13,9",254,"0,11","0,07","0,087",0,0,"0,1",0.0,0.0,36.0,"2,3",83.0,222.0,232.0,349.0,"1,52",Bread
Wheat bread av brown and wholemeal w sunflower seeds,per 100g,"6,7","12,5",272,"0,14","0,07","0,097",0,0,"4,6",0.0,0.0,46.0,"1,7",63.0,177.0,211.0,355.0,"1,34",Bread
Wheat sourdough bread wholemeal,per 100g,"2,6","9,3",235,"0,13","0,05","0,089",0,0,"0,2",0.0,0.0,32.0,"2,5",62.0,171.0,220.0,378.0,"1,47",Bread
Wheat ciabatta white no filling,per 100g,"1,8","9,1",255,"0,08","0,04","0,035",0,0,"0,1",0.0,0.0,30.0,"0,8",19.0,84.0,111.0,414.0,"0,61",Bread
Wheat bread white pita,per 100g,"0,7","8,6",245,"0,09","0,03","0,043",0,0,"0,1",0.0,0.0,15.0,"1,3",16.0,73.0,96.0,414.0,"0,5",Bread
Stollen w almond/imitat paste wo nuts,per 100g,"2,4","7,7",276,"0,06","0,47","0,099",0,0,"0,6",0.0,0.0,82.0,"1,9",27.0,97.0,387.0,354.0,"0,62",Bread
Stollen w almond/imitat paste w nuts,per 100g,"4,3","7,8",288,"0,07","0,34","0,116",0,0,"1,2",0.0,0.0,79.0,"2,1",32.0,110.0,406.0,324.0,"0,71",Bread
Wheat baguette white,per 100g,"1,2","9,8",269,"0,07","0,04","0,029",0,0,"0,1",0.0,0.0,27.0,"0,9",20.0,92.0,102.0,422.0,"0,61",Bread
Wheat baguette brown,per 100g,"1,4","9,8",258,"0,08","0,04","0,037",0,0,"0,1",0.0,0.0,59.0,"1,3",31.0,131.0,144.0,397.0,"0,82",Bread
Wheat bread roll white hard,per 100g,"1,5",10,277,"0,08","0,04","0,044",0,0,"0,1",0.0,0.0,48.0,1,23.0,112.0,126.0,403.0,"0,71",Bread
Wheat bread roll brown hard,per 100g,"1,5",11,278,"0,08","0,05","0,091",0,0,"0,1",0.0,0.0,53.0,"1,4",40.0,152.0,173.0,390.0,"0,94",Bread
Wheat bread roll brown soft,per 100g,"3,9",11,258,"0,09","0,13","0,08",0,0,"0,1",0.0,0.0,39.0,"1,4",45.0,161.0,246.0,389.0,"1,11",Bread
Wheat bread roll wholemeal soft,per 100g,"3,3","11,3",247,"0,11","0,12","0,101",0,0,"0,2",0.0,0.0,49.0,"2,2",69.0,213.0,281.0,368.0,"1,44",Bread
Multigrain roll brown hard,per 100g,"5,9","12,9",294,"0,12","0,07","0,119",0,0,"0,1",0.0,0.0,57.0,"1,7",60.0,179.0,215.0,381.0,"1,31",Bread
Multigrain roll brown soft,per 100g,"6,8","13,4",283,"0,11","0,13","0,133",0,0,"0,1",0.0,0.0,69.0,"1,5",54.0,171.0,269.0,381.0,"1,28",Bread
Croissant prepared w butter,per 100g,"22,3","9,5",414,"0,07","0,07","0,038",0,0,"1,8",0.0,4.0,28.0,"0,8",18.0,87.0,107.0,420.0,"0,68",Bread
Croissant prepared wo butter,per 100g,"19,9","9,8",392,"0,07","0,13","0,045",0,0,"1,8",0.0,4.0,21.0,"0,7",17.0,78.0,94.0,511.0,"0,7",Bread
Wheat currant bun white,per 100g,"2,5","8,4",268,"0,07","0,1","0,097",0,0,"0,7",0.0,0.0,50.0,"1,7",29.0,105.0,330.0,387.0,"0,64",Bread
Wheat muesli bun brown/wholemeal,per 100g,"6,6","10,7",290,"0,1","0,23","0,117",0,0,"1,8",0.0,0.0,63.0,"2,3",58.0,169.0,403.0,337.0,"1,18",Bread
Muesli w fruit,per 100g,"4,8","9,7",357,"0,25","0,06","0,099",0,0,"1,6",0.0,4.0,47.0,"3,3",100.0,368.0,509.0,40.0,"2,2",Bread
Waffle syrup wo butter,per 100g,"19,9","3,6",483,"0,02","0,03","0,011",0,"0,6","3,7",0.0,40.0,18.0,"0,4",10.0,62.0,104.0,266.0,"0,29",Drop
Wheat bread wholemeal fine,per 100g,"2,1","10,9",233,"0,1","0,07","0,098",0,0,"0,2",0.0,0.0,33.0,2,68.0,204.0,231.0,393.0,"1,44",Bread
Wheat bread currant/raisin white av w almond paste,per 100g,"6,2","8,2",303,"0,06","0,13","0,102",0,0,"0,5",0.0,0.0,59.0,"1,5",43.0,118.0,366.0,291.0,"0,71",Bread
Wheat bread currant/raisin white av,per 100g,"2,6","7,8",272,"0,06","0,1","0,108",0,0,"0,7",0.0,0.0,53.0,"1,6",27.0,98.0,395.0,350.0,"0,62",Bread
Wheat raisin bread white w almond paste,per 100g,"6,4","8,1",303,"0,06","0,13","0,092",0,0,"0,5",0.0,0.0,56.0,"1,6",43.0,118.0,373.0,288.0,"0,7",Bread
Wheat bread brown Tijger,per 100g,"1,8","9,8",241,"0,08","0,06","0,073",0,0,"0,1",0.0,0.0,31.0,"1,4",42.0,140.0,188.0,405.0,1,Bread
Wheat bread white Tijger,per 100g,"1,7",9,251,"0,06","0,04","0,036",0,0,"0,1",0.0,0.0,30.0,"0,9",19.0,86.0,122.0,409.0,"0,63",Bread
Stollen w almond/imitat paste av w and wo nuts,per 100g,"3,4","7,7",282,"0,06","0,41","0,108",0,0,"0,9",0.0,0.0,80.0,2,30.0,103.0,397.0,339.0,"0,67",Bread
Croissant av,per 100g,"21,1","9,6",403,"0,07","0,1","0,042",0,0,"1,8",0.0,4.0,24.0,"0,7",17.0,83.0,100.0,466.0,"0,69",Bread
Salt not fortified w iodine,per 100g,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,"0,1",0.0,1.0,7.0,39000.0,"0,1",Drop
Waffle syrup w butter,per 100g,"18,6","3,9",462,"0,03","0,03","0,011",0,0,"1,7",0.0,176.0,15.0,"0,6",10.0,79.0,124.0,245.0,"0,33",Drop
Wheat bread brown w pumpkin seeds,per 100g,"7,1","12,3",277,"0,1","0,07","0,084",0,0,"0,1",0.0,0.0,31.0,"2,2",101.0,259.0,254.0,351.0,"1,82",Bread
Yoghurt low fat w fruit/vanilla w sweetener,per 100g,0,"3,4",35,"0,02","0,14","0,035","0,23",0,0,1.0,2.0,120.0,"0,1",12.0,101.0,148.0,53.0,"0,52",Dairy
Yoghurt stracciatella full fat ,per 100g,"5,6","3,3",128,"0,02","0,15","0,024","0,19",0,"0,1",0.0,48.0,121.0,"0,1",12.0,95.0,141.0,60.0,"0,44",Dairy
Chicken schnitzel satay breaded raw,per 100g,"8,9","15,1",211,"0,15","0,06","0,311","0,09","0,1","2,6",0.0,14.0,13.0,"0,8",30.0,147.0,273.0,255.0,"0,71",Meat
Pork schnitzel satay breaded raw,per 100g,"12,2","13,6",236,"0,39","0,13","0,211","0,28","0,2","2,7",1.0,4.0,17.0,"0,9",27.0,143.0,289.0,311.0,"1,63",Meat
Liqueur w cream 15-25 vol% alcohol,per 100g,"11,8","2,7",294,"0,01","0,04","0,008","0,07",0,"0,3",0.0,129.0,27.0,0,3.0,19.0,33.0,73.0,"0,06",Drop
Chocolate bar filled Kinder,per 100g,"35,7","8,9",567,"0,11","0,41","0,094","1,1",0,"7,4",2.0,35.0,273.0,"1,2",38.0,235.0,428.0,121.0,"1,05",Drop
Croissant cheese,per 100g,"21,8","10,6",400,"0,06","0,11","0,041","0,15",0,"1,8",0.0,29.0,84.0,"0,7",19.0,117.0,99.0,481.0,"0,9",Bread
Fruit drink conc w sugar and sweetener 10-15 g CHO,per 100g,0,0,47,0,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0,80.0,48.0,"0,05",Drop
Cake chocolate made w butter,per 100g,"20,6","5,8",398,"0,04","0,1","0,053","0,22","0,4","1,7",0.0,171.0,37.0,"1,1",30.0,172.0,173.0,407.0,"0,77",Drop
Coffee iced,per 100g,"2,3","2,7",72,"0,03","0,14","0,025","0,32",0,0,0.0,23.0,93.0,"0,1",10.0,78.0,136.0,47.0,"0,33",Drop
Sausage grill w cheese,per 100g,"29,3","14,3",331,"0,16","0,14","0,035","0,84","0,7","0,4",33.0,75.0,122.0,"1,2",15.0,201.0,235.0,1100.0,"1,93",Meat
Beer w fruit flavour,per 100g,0,"0,3",52,"0,01","0,03","0,053","0,03",0,0,2.0,1.0,4.0,"0,1",8.0,25.0,67.0,3.0,"0,03",Drop
Cabbage red w apple pieces home-made,per 100g,"1,1","0,9",52,"0,06","0,02","0,081",0,0,"0,1",26.0,13.0,28.0,"0,3",8.0,23.0,211.0,6.0,"0,13",Vegetables
Pineapple in own juice tinned,per 100g,"0,1","0,4",59,"0,08","0,02","0,086",0,0,"0,1",35.0,8.0,12.0,"0,2",15.0,8.0,116.0,4.0,"0,2",Fruits
Nuts macadamia unsalted,per 100g,"76,1","7,8",753,"0,71","0,09","0,359",0,0,"0,6",1.0,0.0,70.0,"2,7",118.0,198.0,363.0,4.0,"1,29",Nuts
Fruit drink w dairy Taksi w sweetener,per 100g,0,"0,1",10,0,0,0,0,0,0,12.0,2.0,14.0,0,3.0,12.0,59.0,16.0,"0,02",Drop
Drink soya light fortified w calcium and vitamins Alpro,per 100g,"1,2","2,1",29,0,"0,21",0,"0,38","0,8",0,0.0,0.0,120.0,"0,2",26.0,38.0,75.0,44.0,"0,15",Substitudes
Pancake w cheese homemade,per 100g,"10,8","11,3",237,"0,08","0,24","0,041","0,69","0,5","0,2",0.0,100.0,250.0,"0,6",23.0,270.0,183.0,309.0,"1,29",Drop
Pancake w apple and raisin homemade,per 100g,5,"7,3",197,"0,09","0,2","0,047","0,31","0,4",0,1.0,33.0,94.0,"0,8",20.0,178.0,234.0,188.0,"0,65",Drop
Pie apple-nuts,per 100g,"18,1","5,5",344,"0,06","0,1","0,065","0,14","0,5","2,4",1.0,141.0,33.0,"1,1",32.0,107.0,141.0,118.0,"0,66",Drop
Biscuit syrup w chocolate,per 100g,"24,9",4,497,"0,05","0,16","0,024","0,24","0,2","2,1",1.0,89.0,78.0,"1,6",27.0,127.0,236.0,200.0,"0,64",Drop
Pancake homemade preprared w liquid margarin,per 100g,"5,9",6,178,"0,05","0,14","0,064","0,36","0,5","1,6",0.0,63.0,78.0,"0,4",14.0,101.0,149.0,235.0,"0,53",Bread
Fritter apple,per 100g,"20,5","2,5",264,"0,03","0,06","0,042","0,12",0,"9,9",1.0,10.0,29.0,"0,3",7.0,45.0,102.0,93.0,"0,26",Drop
Candybar Lion,per 100g,"22,9","5,5",493,"0,08","0,13","0,05",0,0,"0,2",1.0,16.0,109.0,"1,3",24.0,96.0,159.0,130.0,"0,53",Drop
Fruit snack Knijpfruit/Slurpfruit,per 100g,"0,2","0,4",63,"0,01","0,01","0,035",0,0,"0,1",3.0,3.0,4.0,"0,1",4.0,9.0,116.0,17.0,"0,06",Fruits
Brioche,per 100g,11,"8,5",338,"0,06","0,22","0,056",0,0,"0,2",0.0,1.0,32.0,"0,8",17.0,76.0,106.0,410.0,"0,6",Bread
Coffee wiener melange instant powder,per 100g,"13,6","9,4",427,"0,14","0,5","0,167","1,48",0,1,3.0,105.0,361.0,"0,9",93.0,330.0,979.0,300.0,"1,4",Drop
Coffee wiener melange instant prepared,per 100g,"1,5",1,46,"0,01","0,05","0,018","0,16",0,"0,1",0.0,11.0,43.0,"0,1",10.0,35.0,105.0,34.0,"0,15",Drop
Beef smoke-dried lightly salted,per 100g,"2,5","22,8",116,"0,04","0,17","0,41","1,3","0,1","0,6",0.0,2.0,5.0,"2,5",21.0,190.0,700.0,1203.0,"3,3",Meat
Cane sugar,per 100g,0,"0,5",400,0,0,0,0,0,0,0.0,0.0,29.0,"0,9",9.0,3.0,48.0,5.0,"0,1",Drop
Cranberry compote sweetened,per 100g,"0,1","0,4",172,0,0,"0,032",0,0,"0,4",7.0,13.0,8.0,"0,5",4.0,5.0,40.0,13.0,"0,09",Fruits
Cashew nuts salted,per 100g,"48,9","21,2",615,"0,29","0,13","0,195",0,0,"1,9",0.0,2.0,44.0,"6,7",269.0,607.0,616.0,272.0,"5,8",Nuts
Almonds blanched salted,per 100g,"55,8","21,7",631,"0,15","0,7","0,06",0,0,"21,8",0.0,1.0,283.0,"3,3",305.0,625.0,822.0,435.0,"3,1",Nuts
